tskey,ebcode,ebkey,sgkey,sgxlon,sgylat,sgelevation,sgname,affiliation,until,sgcomment
1884,GLOBAL,1,1200,8.41667,55.01667,33,List,Germany - previously Germany - previously Germany,1990 - 1949,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E."
1892,GLOBAL,1,478,267.76667,34.73333,81,Little Rock,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
1893,GLOBAL,1,2038,25.81667,-17.81667,986,Livingstone,Zambia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1894,GLOBAL,1,1436,14.51667,46.06667,299,Ljubljana / Bezigrad,Slovenia - previously Yugoslavia,1992,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1895,GLOBAL,1,3793,0.60000,41.61667,201,Lleida,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
1896,DIFFUS,3,3793,0.60000,41.61667,201,Lleida,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
1897,GLOBAL,1,984,288.60000,-33.10000,1000,Lliu-Lliu,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1898,GLOBAL,1,1188,8.78333,46.16667,380,Locarno-Monti,Switzerland,,"World Radiation Data Center, Voeikov Main Geophysical Observatory., St. Petersburg; Ambrosetti, F., and P. Valko (1980), Strahlung 2. Teil, Beiheft zu den Annalen der SMA, Klimatologie der Schweiz, Schweizerische Meteorologische Anstalt."
1899,DIFFUS,3,1188,8.78333,46.16667,380,Locarno-Monti,Switzerland,,"World Radiation Data Center, Voeikov Main Geophysical Observatory., St. Petersburg; Ambrosetti, F., and P. Valko (1980), Strahlung 2. Teil, Beiheft zu den Annalen der SMA, Klimatologie der Schweiz, Schweizerische Meteorologische Anstalt."
1901,GLOBAL,1,146,35.61667,3.11667,506,Lodwar,Kenya,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
1902,GLOBAL,1,1230,357.60000,42.46667,364,Logrono,Spain,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1903,DIFFUS,3,1230,357.60000,42.46667,364,Logrono,Spain,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1904,GLOBAL,1,2453,357.66667,42.45000,353,Logrono-Agoncillo,Spain,,
1905,DIFFUS,3,2453,357.66667,42.45000,353,Logrono-Agoncillo,Spain,,
1907,GLOBAL,1,1299,359.88333,51.51667,77,London Weather C.,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorological Office United Kingdom (1980), Solar radiation data for the United Kingdom 1951-75,Meteorological Office, Bracknell."
1908,DIFFUS,3,1299,359.88333,51.51667,77,London Weather C.,United Kingdom of Great Britain and Northern Ireland - previously United Kingdom of Great Britain and Northern Ireland,2006,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Meteorological Office United Kingdom (1980), Solar radiation data for the United Kingdom 1951-75,Meteorological Office, Bracknell."
1909,GLOBAL,1,1081,144.26667,-23.43333,191,Longreach Airp.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1910,DIFFUS,3,1081,144.26667,-23.43333,191,Longreach Airp.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1911,GLOBAL,1,1000,288.75000,-38.43333,900,Lonquimay,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1912,GLOBAL,1,4551,356.56667,47.75000,45,Lorient-Lannbihoue,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1913,GLOBAL,1,479,241.60000,33.93333,32,Los Angeles,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
1914,GLOBAL,1,2615,287.56667,-37.40000,109,Los Angeles,Chile,,
1915,GLOBAL,1,1633,241.55000,34.06667,40,Los Angeles University,United States of America,,"Weather Bureau United States (1951), Climatological Data, National Summary, Annual Reports, US Weather Bureau."
1916,GLOBAL,1,980,289.58333,-30.75000,2620,Los Molles,Chile,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1917,GLOBAL,1,3806,343.68333,28.46667,670,Los Rodeos,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
1919,GLOBAL,1,147,343.78333,15.61667,38,Louga,Senegal,,"World Radiation Data Center, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg. Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geographisches Institut der ETH Zurich."
1920,GLOBAL,1,148,13.21667,-8.81667,44,Luanda,Angola,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1921,GLOBAL,1,149,27.41667,-11.65000,1260,Lubumbashi,Congo (The Democratic Republic of the) - previously Zaire,1997,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1922,GLOBAL,1,1594,7.63333,51.21667,465,Luedenscheid,Germany - previously Germany - previously Germany,1990 - 1949,"Meteorologisches Observatorium Hamburg (1978), Ergebnisse von Strahlungsmessungen in der Bundesrepublik Deutschland,  Nr. 1 bis Nr. 18, sowie Band A bis E, Deutscher Wetterdienst, Hamburg."
1923,GLOBAL,1,3757,8.96028,46.00389,273,Lugano,Switzerland,,
1924,GLOBAL,1,242,13.10000,-5.61667,350,Luki-Colline,Congo (The Democratic Republic of the) - previously Zaire,1997,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1925,GLOBAL,1,1413,22.13333,65.55000,16,Lulea,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1926,DIFFUS,3,1413,22.13333,65.55000,16,Lulea,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1927,GLOBAL,1,150,40.66667,-15.03333,15,Lumbo,Mozambique,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1928,GLOBAL,1,2102,13.21667,55.71667,73,Lund,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1929,DIFFUS,3,2102,13.21667,55.71667,73,Lund,Sweden,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1930,GLOBAL,1,1163,15.06667,47.85000,615,Lunz am See,Austria,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1931,GLOBAL,1,2851,109.05000,32.71667,0,Luohe,China,,"China Meteorological Administration (2005), radiation data."
1932,GLOBAL,1,1661,25.65000,62.40000,140,Luonetjarvi,Finland - previously Finland,2004,"Meteorological Institute Finland, (1966), Measurements of radiation and bright sunshine, Meteorological Yearbook of Finland, vol. 57 - 80, The Finish Meteorological Institute, Helsinki."
1933,DIFFUS,3,1661,25.65000,62.40000,140,Luonetjarvi,Finland - previously Finland,2004,"Meteorological Institute Finland, (1966), Measurements of radiation and bright sunshine, Meteorological Yearbook of Finland, vol. 57 - 80, The Finish Meteorological Institute, Helsinki."
1935,REFLEC,5,1661,25.65000,62.40000,140,Luonetjarvi,Finland - previously Finland,2004,"Meteorological Institute Finland, (1966), Measurements of radiation and bright sunshine, Meteorological Yearbook of Finland, vol. 57 - 80, The Finish Meteorological Institute, Helsinki."
1937,GLOBAL,1,256,28.31667,-15.41667,1283,Lusaka City,Zambia,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1938,GLOBAL,1,2849,115.98333,29.58333,0,Lushan,China,,"China Meteorological Administration (2005), radiation data."
1936,GLOBAL,1,4552,5.70000,44.66667,1059,Lus La Croixhaute,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1939,GLOBAL,1,151,19.91667,-11.78333,1328,Luso,Angola,,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1940,GLOBAL,1,4553,6.35000,47.78333,271,Luxeuil,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1941,GLOBAL,1,3758,8.30056,47.03639,454,Luzern,Switzerland,,
1942,GLOBAL,1,2780,105.43333,28.83333,335,Luzhou,China,,"China Meteorological Administration (2005), radiation data."
1943,DIFFUS,3,2780,105.43333,28.83333,335,Luzhou,China,,"China Meteorological Administration (2005), radiation data."
1945,GLOBAL,1,2824,121.60000,32.06667,6,Lvsi,China,,"China Meteorological Administration (2005), radiation data."
1946,GLOBAL,1,2808,118.83333,35.58333,107,Lvxian,China,,"China Meteorological Administration (2005), radiation data."
1947,GLOBAL,1,243,28.13333,-2.05000,1680,Lwiro,Congo (The Democratic Republic of the) - previously Zaire,1997,"World Radiation Data Center, Voeikov Main Geophysical Obs., St. Petersburg; Haefliger, M. (1989), Globalstrahlungsdaten in Afrika, Geograph. Inst., ETH Zurich; Weather Bureau South Africa (1955), Quarterly Rad. Bulletin, Dep. of Transport."
1948,GLOBAL,1,1632,289.05000,42.48333,10,Lynn,United States of America,,"Weather Bureau United States (1951), Climatological Data, National Summary, Annual Reports, US Weather Bureau."
1949,GLOBAL,1,4554,4.93333,45.71667,197,Lyon - Bron,France,,"WRDC online archive accessed Sept. 2020. World Radiation Data Centre, Solar radiation and radiation balance data, Voeikov Main Geophysical Observatory, St. Petersburg"
1950,GLOBAL,1,2490,5.78333,50.91667,114,Maastricht,Netherlands,,
1951,GLOBAL,1,912,113.55000,22.20000,57,Macau,Macau,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1955,GLOBAL,1,1129,158.96667,-54.48333,6,Macguarie Is.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1956,DIFFUS,3,1129,158.96667,-54.48333,6,Macguarie Is.,Australia,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1957,GLOBAL,1,1255,4.80000,46.30000,218,Macon,France,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1958,DIFFUS,3,1255,4.80000,46.30000,218,Macon,France,,"World Radiation Data Center (WRDC), Voeikov Main Geophysical Observatory, St. Petersburg."
1959,GLOBAL,1,480,270.66667,43.13333,263,Madison,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
1960,DIRECT,2,480,270.66667,43.13333,263,Madison,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
1961,DIFFUS,3,480,270.66667,43.13333,263,Madison,United States of America,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg;  Kiene, M. (1989), Globale Sonnenstrahlung in Kanada und USA, Geographisches Institut ETH, Federal Institute of Technology ETH, Zurich."
1962,GLOBAL,1,876,80.18333,13.00000,10,Madras,India - previously India,1975,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Mani, A.  and others (1962), Measurements of the total radiation from the sun and sky in India during the IGY, Type written manuscript, 16 pp."
1963,DIFFUS,3,876,80.18333,13.00000,10,Madras,India - previously India,1975,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg; Mani, A.  and others (1962), Measurements of the total radiation from the sun and sky in India during the IGY, Type written manuscript, 16 pp."
1966,GLOBAL,1,3794,356.45000,40.45000,582,Madrid/Barajas Airport,Spain,,"World Radiation Data Center, Voeikov Main Geophysical Observatory, St. Petersburg"
